abundance,num_val
-2.975,0.0
-2.9250000000000003,0.0
-2.8750000000000004,0.0
-2.8250000000000006,0.0
-2.775000000000001,0.0
-2.725000000000001,0.0
-2.675000000000001,0.0
-2.6250000000000013,0.0
-2.5750000000000015,0.0
-2.5250000000000017,0.0
-2.475000000000002,0.0
-2.425000000000002,0.0
-2.375000000000002,0.0
-2.3250000000000024,41880.16
-2.2750000000000026,0.0
-2.2250000000000028,167598.08
-2.175000000000003,0.0
-2.125000000000003,83768.555
-2.0750000000000033,460788.44
-2.0250000000000035,628705.25
-1.9750000000000036,921543.1
-1.9250000000000038,1592078.2
-1.875000000000004,3016423.0
-1.8250000000000042,4024545.0
-1.7750000000000044,6412541.0
-1.7250000000000045,8385061.0
-1.6750000000000047,10821435.0
-1.6250000000000049,14653897.0
-1.575000000000005,22523770.0
-1.5250000000000052,29795954.0
-1.4750000000000054,46288628.0
-1.4250000000000056,64866340.0
-1.3750000000000058,73296280.0
-1.325000000000006,60902120.0
-1.2750000000000061,37919600.0
-1.2250000000000063,17535480.0
-1.1750000000000065,5131640.0
-1.1250000000000067,2493240.0
-1.0750000000000068,1052120.0
-1.025000000000007,760960.0
-0.9750000000000072,310400.0
-0.9250000000000074,264160.0
-0.8750000000000075,306400.0
-0.8250000000000077,226880.0
-0.7750000000000079,90400.0
-0.7250000000000081,63280.0
-0.6750000000000083,0.0
-0.6250000000000084,98200.0
-0.5750000000000086,53000.0
-0.5250000000000088,0.0
-0.47500000000000897,0.0
-0.42500000000000915,0.0
-0.3750000000000093,0.0
-0.3250000000000095,73440.0
-0.2750000000000097,0.0
-0.22500000000000986,0.0
-0.17500000000001004,101160.0
-0.12500000000001021,62840.0
-0.07500000000001039,54480.0
-0.02500000000001057,0.0
0.024999999999989253,69480.0
0.07499999999998908,0.0
0.1249999999999889,0.0
0.17499999999998872,0.0
0.22499999999998854,65640.0
0.27499999999998836,0.0
0.3249999999999882,0.0
0.374999999999988,0.0
0.42499999999998783,0.0
0.47499999999998765,0.0
0.5249999999999875,0.0
0.5749999999999873,0.0
0.6249999999999871,0.0
0.6749999999999869,0.0
0.7249999999999868,0.0
0.7749999999999866,0.0
0.8249999999999864,0.0
0.8749999999999862,0.0
0.9249999999999861,0.0
