abundance,num_val
-2.975,0.0
-2.9250000000000003,0.0
-2.8750000000000004,0.0
-2.8250000000000006,0.0
-2.775000000000001,0.0
-2.725000000000001,0.0
-2.675000000000001,0.0
-2.6250000000000013,0.0
-2.5750000000000015,0.0
-2.5250000000000017,41880.16
-2.475000000000002,0.0
-2.425000000000002,41880.16
-2.375000000000002,83760.32
-2.3250000000000024,418801.56
-2.2750000000000026,377169.66
-2.2250000000000028,544505.1
-2.175000000000003,544640.44
-2.125000000000003,963458.1
-2.0750000000000033,1047098.75
-2.0250000000000035,2303943.0
-1.9750000000000036,4230705.0
-1.9250000000000038,5614503.5
-1.875000000000004,10306014.0
-1.8250000000000042,18435504.0
-1.7750000000000044,29133794.0
-1.7250000000000045,44739940.0
-1.6750000000000047,71265360.0
-1.6250000000000049,115831736.0
-1.575000000000005,134226020.0
-1.5250000000000052,105473640.0
-1.4750000000000054,85794400.0
-1.4250000000000056,81398920.0
-1.3750000000000058,67553200.0
-1.325000000000006,51777520.0
-1.2750000000000061,51292400.0
-1.2250000000000063,56123600.0
-1.1750000000000065,63368000.0
-1.1250000000000067,67330400.0
-1.0750000000000068,47887040.0
-1.025000000000007,27054800.0
-0.9750000000000072,6750560.0
-0.9250000000000074,1040880.0
-0.8750000000000075,321120.0
-0.8250000000000077,88720.0
-0.7750000000000079,88000.0
-0.7250000000000081,0.0
-0.6750000000000083,102880.0
-0.6250000000000084,55600.0
-0.5750000000000086,151600.0
-0.5250000000000088,112160.0
-0.47500000000000897,0.0
-0.42500000000000915,0.0
-0.3750000000000093,45600.0
-0.3250000000000095,0.0
-0.2750000000000097,47200.0
-0.22500000000000986,53440.0
-0.17500000000001004,0.0
-0.12500000000001021,0.0
-0.07500000000001039,47120.0
-0.02500000000001057,0.0
0.024999999999989253,68960.0
0.07499999999998908,0.0
0.1249999999999889,0.0
0.17499999999998872,0.0
0.22499999999998854,0.0
0.27499999999998836,0.0
0.3249999999999882,0.0
0.374999999999988,0.0
0.42499999999998783,0.0
0.47499999999998765,0.0
0.5249999999999875,0.0
0.5749999999999873,0.0
0.6249999999999871,0.0
0.6749999999999869,0.0
0.7249999999999868,0.0
0.7749999999999866,0.0
0.8249999999999864,0.0
0.8749999999999862,0.0
0.9249999999999861,0.0
