abundance,num_val
-2.975,0.0
-2.9250000000000003,0.0
-2.8750000000000004,0.0
-2.8250000000000006,0.0
-2.775000000000001,0.0
-2.725000000000001,0.0
-2.675000000000001,0.0
-2.6250000000000013,0.0
-2.5750000000000015,0.0
-2.5250000000000017,0.0
-2.475000000000002,0.0
-2.425000000000002,0.0
-2.375000000000002,0.0
-2.3250000000000024,0.0
-2.2750000000000026,0.0
-2.2250000000000028,0.0
-2.175000000000003,0.0
-2.125000000000003,0.0
-2.0750000000000033,10483.779
-2.0250000000000035,41898.32
-1.9750000000000036,83860.7
-1.9250000000000038,157226.17
-1.875000000000004,146715.97
-1.8250000000000042,262181.28
-1.7750000000000044,351269.22
-1.7250000000000045,451085.0
-1.6750000000000047,750335.44
-1.6250000000000049,1243752.1
-1.575000000000005,1754501.9
-1.5250000000000052,2528302.5
-1.4750000000000054,3700152.5
-1.4250000000000056,6593995.0
-1.3750000000000058,10303452.0
-1.325000000000006,12023972.0
-1.2750000000000061,9562635.0
-1.2250000000000063,5271260.0
-1.1750000000000065,2091665.0
-1.1250000000000067,1006590.0
-1.0750000000000068,351730.0
-1.025000000000007,187145.0
-0.9750000000000072,128860.0
-0.9250000000000074,113055.0
-0.8750000000000075,112965.0
-0.8250000000000077,65030.0
-0.7750000000000079,42925.0
-0.7250000000000081,21810.0
-0.6750000000000083,43750.0
-0.6250000000000084,27460.0
-0.5750000000000086,33135.0
-0.5250000000000088,5540.0
-0.47500000000000897,16805.0
-0.42500000000000915,5965.0
-0.3750000000000093,23450.0
-0.3250000000000095,12425.0
-0.2750000000000097,17955.0
-0.22500000000000986,11815.0
-0.17500000000001004,18240.0
-0.12500000000001021,19275.0
-0.07500000000001039,5865.0
-0.02500000000001057,0.0
0.024999999999989253,0.0
0.07499999999998908,15875.0
0.1249999999999889,7140.0
0.17499999999998872,10455.0
0.22499999999998854,0.0
0.27499999999998836,0.0
0.3249999999999882,0.0
0.374999999999988,0.0
0.42499999999998783,0.0
0.47499999999998765,0.0
0.5249999999999875,0.0
0.5749999999999873,0.0
0.6249999999999871,0.0
0.6749999999999869,0.0
0.7249999999999868,0.0
0.7749999999999866,0.0
0.8249999999999864,0.0
0.8749999999999862,0.0
0.9249999999999861,0.0
