abundance,num_val
-2.975,0.0
-2.9250000000000003,0.0
-2.8750000000000004,0.0
-2.8250000000000006,0.0
-2.775000000000001,0.0
-2.725000000000001,41880.16
-2.675000000000001,125640.484
-2.6250000000000013,125642.59
-2.5750000000000015,83760.31
-2.5250000000000017,125657.58
-2.475000000000002,125641.68
-2.425000000000002,209464.77
-2.375000000000002,670103.5
-2.3250000000000024,1256550.1
-2.2750000000000026,2429363.0
-2.2250000000000028,3308952.5
-2.175000000000003,5738727.0
-2.125000000000003,8879986.0
-2.0750000000000033,14284897.0
-2.0250000000000035,22076232.0
-1.9750000000000036,27104340.0
-1.9250000000000038,36535428.0
-1.875000000000004,50787250.0
-1.8250000000000042,75427576.0
-1.7750000000000044,95776820.0
-1.7250000000000045,116678200.0
-1.6750000000000047,142822160.0
-1.6250000000000049,155110910.0
-1.575000000000005,141385040.0
-1.5250000000000052,107438880.0
-1.4750000000000054,96042160.0
-1.4250000000000056,107140000.0
-1.3750000000000058,97387920.0
-1.325000000000006,97876480.0
-1.2750000000000061,104181280.0
-1.2250000000000063,105441600.0
-1.1750000000000065,108028640.0
-1.1250000000000067,116299520.0
-1.0750000000000068,127355680.0
-1.025000000000007,114941440.0
-0.9750000000000072,46596960.0
-0.9250000000000074,11225760.0
-0.8750000000000075,2950560.0
-0.8250000000000077,1122080.0
-0.7750000000000079,876800.0
-0.7250000000000081,652640.0
-0.6750000000000083,243040.0
-0.6250000000000084,93120.0
-0.5750000000000086,0.0
-0.5250000000000088,89920.0
-0.47500000000000897,181440.0
-0.42500000000000915,89440.0
-0.3750000000000093,0.0
-0.3250000000000095,44000.0
-0.2750000000000097,0.0
-0.22500000000000986,0.0
-0.17500000000001004,0.0
-0.12500000000001021,47200.0
-0.07500000000001039,0.0
-0.02500000000001057,0.0
0.024999999999989253,0.0
0.07499999999998908,0.0
0.1249999999999889,0.0
0.17499999999998872,0.0
0.22499999999998854,0.0
0.27499999999998836,0.0
0.3249999999999882,0.0
0.374999999999988,0.0
0.42499999999998783,0.0
0.47499999999998765,82400.0
0.5249999999999875,0.0
0.5749999999999873,0.0
0.6249999999999871,0.0
0.6749999999999869,0.0
0.7249999999999868,0.0
0.7749999999999866,0.0
0.8249999999999864,0.0
0.8749999999999862,0.0
0.9249999999999861,0.0
